year,district_id,province,district,variable,value
2019,202,Sumatera Utara,Kabupaten Dairi,belanja_barang_jasa,34033724139
2019,202,Sumatera Utara,Kabupaten Dairi,belanja_modal,36143540739
2019,202,Sumatera Utara,Kabupaten Dairi,belanja_lainnya,1922700000
2019,203,Sumatera Utara,Kabupaten Deli Serdang,belanja_pegawai,8.83297E+11
2019,203,Sumatera Utara,Kabupaten Deli Serdang,belanja_barang_jasa,1.71963E+11
2019,203,Sumatera Utara,Kabupaten Deli Serdang,belanja_modal,1.06871E+11
2019,203,Sumatera Utara,Kabupaten Deli Serdang,belanja_lainnya,19975100000
2019,204,Sumatera Utara,Kabupaten Karo,belanja_pegawai,3.14582E+11
2019,204,Sumatera Utara,Kabupaten Karo,belanja_barang_jasa,46630413413
2019,204,Sumatera Utara,Kabupaten Karo,belanja_modal,32762946256
2019,204,Sumatera Utara,Kabupaten Karo,belanja_lainnya,6232800000
2019,205,Sumatera Utara,Kabupaten Labuhanbatu,belanja_pegawai,2.73518E+11
2019,205,Sumatera Utara,Kabupaten Labuhanbatu,belanja_barang_jasa,59612008291
2019,205,Sumatera Utara,Kabupaten Labuhanbatu,belanja_modal,42667890267
2019,205,Sumatera Utara,Kabupaten Labuhanbatu,belanja_lainnya,0
2019,206,Sumatera Utara,Kabupaten Langkat,belanja_pegawai,6.88218E+11
2019,206,Sumatera Utara,Kabupaten Langkat,belanja_barang_jasa,65881701828
2019,206,Sumatera Utara,Kabupaten Langkat,belanja_modal,66471122909
2019,206,Sumatera Utara,Kabupaten Langkat,belanja_lainnya,13745950000
2019,207,Sumatera Utara,Kabupaten Mandailing Natal,belanja_pegawai,3.96338E+11
2019,207,Sumatera Utara,Kabupaten Mandailing Natal,belanja_barang_jasa,99975370913
2019,207,Sumatera Utara,Kabupaten Mandailing Natal,belanja_modal,55148072578
2019,207,Sumatera Utara,Kabupaten Mandailing Natal,belanja_lainnya,4595850000
2019,208,Sumatera Utara,Kabupaten Nias,belanja_pegawai,1.20605E+11
2019,208,Sumatera Utara,Kabupaten Nias,belanja_barang_jasa,27587980323
2019,208,Sumatera Utara,Kabupaten Nias,belanja_modal,11131868979
2019,208,Sumatera Utara,Kabupaten Nias,belanja_lainnya,0
2019,209,Sumatera Utara,Kabupaten Simalungun,belanja_pegawai,6.47426E+11
2019,209,Sumatera Utara,Kabupaten Simalungun,belanja_barang_jasa,1.09623E+11
2019,209,Sumatera Utara,Kabupaten Simalungun,belanja_modal,39402511588
2019,209,Sumatera Utara,Kabupaten Simalungun,belanja_lainnya,8394450000
2019,210,Sumatera Utara,Kabupaten Tapanuli Selatan,belanja_pegawai,2.51477E+11
2019,210,Sumatera Utara,Kabupaten Tapanuli Selatan,belanja_barang_jasa,49634950399
2019,210,Sumatera Utara,Kabupaten Tapanuli Selatan,belanja_modal,29290230868
2019,210,Sumatera Utara,Kabupaten Tapanuli Selatan,belanja_lainnya,0
2019,211,Sumatera Utara,Kabupaten Tapanuli Tengah,belanja_pegawai,2.44551E+11
2019,211,Sumatera Utara,Kabupaten Tapanuli Tengah,belanja_barang_jasa,54764240088
2019,211,Sumatera Utara,Kabupaten Tapanuli Tengah,belanja_modal,55356976152
2019,211,Sumatera Utara,Kabupaten Tapanuli Tengah,belanja_lainnya,3985500000
2019,212,Sumatera Utara,Kabupaten Tapanuli Utara,belanja_pegawai,3.05171E+11
2019,212,Sumatera Utara,Kabupaten Tapanuli Utara,belanja_barang_jasa,63472411030
2019,212,Sumatera Utara,Kabupaten Tapanuli Utara,belanja_modal,43085501631
2019,212,Sumatera Utara,Kabupaten Tapanuli Utara,belanja_lainnya,4413500000
2019,213,Sumatera Utara,Kabupaten Toba Samosir,belanja_pegawai,2.1862E+11
2019,213,Sumatera Utara,Kabupaten Toba Samosir,belanja_barang_jasa,53221437920
2019,213,Sumatera Utara,Kabupaten Toba Samosir,belanja_modal,10235313576
2019,213,Sumatera Utara,Kabupaten Toba Samosir,belanja_lainnya,0
2019,214,Sumatera Utara,Kota Binjai,belanja_pegawai,2.20323E+11
2019,214,Sumatera Utara,Kota Binjai,belanja_barang_jasa,24567547046
2019,214,Sumatera Utara,Kota Binjai,belanja_modal,33560197297
2019,214,Sumatera Utara,Kota Binjai,belanja_lainnya,0
2019,215,Sumatera Utara,Kota Medan,belanja_pegawai,7.35114E+11
2019,215,Sumatera Utara,Kota Medan,belanja_barang_jasa,1.47111E+11
2019,215,Sumatera Utara,Kota Medan,belanja_modal,1.42584E+11
2019,215,Sumatera Utara,Kota Medan,belanja_lainnya,1.95583E+11
2019,216,Sumatera Utara,Kota Pematang Siantar,belanja_pegawai,1.60731E+11
2019,216,Sumatera Utara,Kota Pematang Siantar,belanja_barang_jasa,12779426052
2019,216,Sumatera Utara,Kota Pematang Siantar,belanja_modal,20540517123
2019,216,Sumatera Utara,Kota Pematang Siantar,belanja_lainnya,0
2019,217,Sumatera Utara,Kota Sibolga,belanja_pegawai,87906985646
2019,217,Sumatera Utara,Kota Sibolga,belanja_barang_jasa,23031011801
2019,217,Sumatera Utara,Kota Sibolga,belanja_modal,9509574603
2019,217,Sumatera Utara,Kota Sibolga,belanja_lainnya,2732690764
2019,218,Sumatera Utara,Kota Tanjung Balai,belanja_pegawai,1.07524E+11
2019,218,Sumatera Utara,Kota Tanjung Balai,belanja_barang_jasa,12683750466
2019,218,Sumatera Utara,Kota Tanjung Balai,belanja_modal,8933814090
2019,218,Sumatera Utara,Kota Tanjung Balai,belanja_lainnya,2626200000
2019,219,Sumatera Utara,Kota Tebing Tinggi,belanja_pegawai,1.30919E+11
2019,219,Sumatera Utara,Kota Tebing Tinggi,belanja_barang_jasa,38947349309
2019,219,Sumatera Utara,Kota Tebing Tinggi,belanja_modal,39071056006
2019,219,Sumatera Utara,Kota Tebing Tinggi,belanja_lainnya,0
2019,220,Sumatera Utara,Kota Padang Sidempuan,belanja_pegawai,1.79168E+11
2019,220,Sumatera Utara,Kota Padang Sidempuan,belanja_barang_jasa,37460355145
2019,220,Sumatera Utara,Kota Padang Sidempuan,belanja_modal,22158062636
2019,220,Sumatera Utara,Kota Padang Sidempuan,belanja_lainnya,2401744500
2019,221,Sumatera Utara,Kabupaten Pakpak Bharat,belanja_pegawai,76545998857
2019,221,Sumatera Utara,Kabupaten Pakpak Bharat,belanja_barang_jasa,12885060702
2019,221,Sumatera Utara,Kabupaten Pakpak Bharat,belanja_modal,20810272139
2019,221,Sumatera Utara,Kabupaten Pakpak Bharat,belanja_lainnya,8926550000
2019,222,Sumatera Utara,Kabupaten Nias Selatan,belanja_pegawai,69869466480
2019,222,Sumatera Utara,Kabupaten Nias Selatan,belanja_barang_jasa,75953143998
2019,222,Sumatera Utara,Kabupaten Nias Selatan,belanja_modal,58496678853
2019,222,Sumatera Utara,Kabupaten Nias Selatan,belanja_lainnya,0
2019,223,Sumatera Utara,Kabupaten Humbang Hasundutan,belanja_pegawai,2.19028E+11
2019,223,Sumatera Utara,Kabupaten Humbang Hasundutan,belanja_barang_jasa,37579736733
2019,223,Sumatera Utara,Kabupaten Humbang Hasundutan,belanja_modal,42727863206
2019,223,Sumatera Utara,Kabupaten Humbang Hasundutan,belanja_lainnya,0
2019,224,Sumatera Utara,Kabupaten Serdang Bedagai,belanja_pegawai,3.79812E+11
2019,224,Sumatera Utara,Kabupaten Serdang Bedagai,belanja_barang_jasa,71460705188
2019,224,Sumatera Utara,Kabupaten Serdang Bedagai,belanja_modal,36988567250
2019,224,Sumatera Utara,Kabupaten Serdang Bedagai,belanja_lainnya,8996098500
2019,225,Sumatera Utara,Kabupaten Samosir,belanja_pegawai,1.8461E+11
2019,225,Sumatera Utara,Kabupaten Samosir,belanja_barang_jasa,23622816014
2019,225,Sumatera Utara,Kabupaten Samosir,belanja_modal,22534597611
2019,225,Sumatera Utara,Kabupaten Samosir,belanja_lainnya,1874700000
2019,226,Sumatera Utara,Kabupaten Batu Bara,belanja_pegawai,2.60556E+11
2019,226,Sumatera Utara,Kabupaten Batu Bara,belanja_barang_jasa,45467873489
2019,226,Sumatera Utara,Kabupaten Batu Bara,belanja_modal,23106817560
2019,226,Sumatera Utara,Kabupaten Batu Bara,belanja_lainnya,5281950000
2019,227,Sumatera Utara,Kabupaten Padang Lawas,belanja_pegawai,1.77719E+11
2019,227,Sumatera Utara,Kabupaten Padang Lawas,belanja_barang_jasa,38076224660
2019,227,Sumatera Utara,Kabupaten Padang Lawas,belanja_modal,50294877693
2019,227,Sumatera Utara,Kabupaten Padang Lawas,belanja_lainnya,4225500000
2019,228,Sumatera Utara,Kabupaten Padang Lawas Utara,belanja_pegawai,1.87699E+11
2019,228,Sumatera Utara,Kabupaten Padang Lawas Utara,belanja_barang_jasa,33664107171
2019,228,Sumatera Utara,Kabupaten Padang Lawas Utara,belanja_modal,55354013988
2019,228,Sumatera Utara,Kabupaten Padang Lawas Utara,belanja_lainnya,0
2019,229,Sumatera Utara,Kabupaten Labuhanbatu Selatan,belanja_pegawai,1.56955E+11
2019,229,Sumatera Utara,Kabupaten Labuhanbatu Selatan,belanja_barang_jasa,51440428556
2019,229,Sumatera Utara,Kabupaten Labuhanbatu Selatan,belanja_modal,41014446722
2019,229,Sumatera Utara,Kabupaten Labuhanbatu Selatan,belanja_lainnya,0
2019,230,Sumatera Utara,Kabupaten Labuhanbatu Utara,belanja_pegawai,2.36819E+11
2019,230,Sumatera Utara,Kabupaten Labuhanbatu Utara,belanja_barang_jasa,54550218826
2019,230,Sumatera Utara,Kabupaten Labuhanbatu Utara,belanja_modal,44373959770
2019,230,Sumatera Utara,Kabupaten Labuhanbatu Utara,belanja_lainnya,2960850000
2019,231,Sumatera Utara,Kabupaten Nias Utara,belanja_pegawai,53413584860
2019,231,Sumatera Utara,Kabupaten Nias Utara,belanja_barang_jasa,38782718424
2019,231,Sumatera Utara,Kabupaten Nias Utara,belanja_modal,51061720886
2019,231,Sumatera Utara,Kabupaten Nias Utara,belanja_lainnya,1536700000
2019,232,Sumatera Utara,Kabupaten Nias Barat,belanja_pegawai,30527833310
2019,232,Sumatera Utara,Kabupaten Nias Barat,belanja_barang_jasa,30388895378
2019,232,Sumatera Utara,Kabupaten Nias Barat,belanja_modal,20383900938
2019,232,Sumatera Utara,Kabupaten Nias Barat,belanja_lainnya,1620200000
2019,233,Sumatera Utara,Kota Gunungsitoli,belanja_pegawai,55947021041
2019,233,Sumatera Utara,Kota Gunungsitoli,belanja_barang_jasa,15578007065
2019,233,Sumatera Utara,Kota Gunungsitoli,belanja_modal,17335847906
2019,233,Sumatera Utara,Kota Gunungsitoli,belanja_lainnya,2900850000
2019,301,Sumatera Barat,Kabupaten Limapuluh Kota,belanja_pegawai,4.13721E+11
2019,301,Sumatera Barat,Kabupaten Limapuluh Kota,belanja_barang_jasa,55751834899
2019,301,Sumatera Barat,Kabupaten Limapuluh Kota,belanja_modal,40864634621
2019,301,Sumatera Barat,Kabupaten Limapuluh Kota,belanja_lainnya,2683727140
2019,302,Sumatera Barat,Kabupaten Agam,belanja_pegawai,4.5335E+11
2019,302,Sumatera Barat,Kabupaten Agam,belanja_barang_jasa,68751904807
2019,302,Sumatera Barat,Kabupaten Agam,belanja_modal,58659091273
2019,302,Sumatera Barat,Kabupaten Agam,belanja_lainnya,9799227406
2019,303,Sumatera Barat,Kabupaten Kepulauan Mentawai,belanja_pegawai,1.09153E+11
2019,303,Sumatera Barat,Kabupaten Kepulauan Mentawai,belanja_barang_jasa,41669093272
2019,303,Sumatera Barat,Kabupaten Kepulauan Mentawai,belanja_modal,25038190740
2019,303,Sumatera Barat,Kabupaten Kepulauan Mentawai,belanja_lainnya,2236268000
2019,304,Sumatera Barat,Kabupaten Padang Pariaman,belanja_pegawai,4.51804E+11
2019,304,Sumatera Barat,Kabupaten Padang Pariaman,belanja_barang_jasa,62508554256
2019,304,Sumatera Barat,Kabupaten Padang Pariaman,belanja_modal,71993955055
2019,304,Sumatera Barat,Kabupaten Padang Pariaman,belanja_lainnya,6015219200
2019,305,Sumatera Barat,Kabupaten Pasaman,belanja_pegawai,2.68055E+11
2019,305,Sumatera Barat,Kabupaten Pasaman,belanja_barang_jasa,54616819915
2019,305,Sumatera Barat,Kabupaten Pasaman,belanja_modal,20425453300
2019,305,Sumatera Barat,Kabupaten Pasaman,belanja_lainnya,840598000
2019,306,Sumatera Barat,Kabupaten Pesisir Selatan,belanja_pegawai,4.6719E+11
2019,306,Sumatera Barat,Kabupaten Pesisir Selatan,belanja_barang_jasa,65643746327
2019,306,Sumatera Barat,Kabupaten Pesisir Selatan,belanja_modal,56270667735
2019,306,Sumatera Barat,Kabupaten Pesisir Selatan,belanja_lainnya,0
2019,307,Sumatera Barat,Kabupaten Sijunjung,belanja_pegawai,2.22351E+11
2019,307,Sumatera Barat,Kabupaten Sijunjung,belanja_barang_jasa,27386158281
2019,307,Sumatera Barat,Kabupaten Sijunjung,belanja_modal,26798462523
2019,307,Sumatera Barat,Kabupaten Sijunjung,belanja_lainnya,7406250000
2019,308,Sumatera Barat,Kabupaten Solok,belanja_pegawai,3.87204E+11
2019,308,Sumatera Barat,Kabupaten Solok,belanja_barang_jasa,41630836999
2019,308,Sumatera Barat,Kabupaten Solok,belanja_modal,36172847968
2019,308,Sumatera Barat,Kabupaten Solok,belanja_lainnya,8291800000
2019,309,Sumatera Barat,Kabupaten Tanah Datar,belanja_pegawai,3.73237E+11
2019,309,Sumatera Barat,Kabupaten Tanah Datar,belanja_barang_jasa,54350684572
2019,309,Sumatera Barat,Kabupaten Tanah Datar,belanja_modal,38296677819
2019,309,Sumatera Barat,Kabupaten Tanah Datar,belanja_lainnya,407200000
2019,310,Sumatera Barat,Kota Bukit Tinggi,belanja_pegawai,1.20058E+11
2019,310,Sumatera Barat,Kota Bukit Tinggi,belanja_barang_jasa,17497202616
2019,310,Sumatera Barat,Kota Bukit Tinggi,belanja_modal,53074164030
2019,310,Sumatera Barat,Kota Bukit Tinggi,belanja_lainnya,2471600000
2019,311,Sumatera Barat,Kota Padang Panjang,belanja_pegawai,79425282192
2019,311,Sumatera Barat,Kota Padang Panjang,belanja_barang_jasa,33866180252
2019,311,Sumatera Barat,Kota Padang Panjang,belanja_modal,17272770862
2019,311,Sumatera Barat,Kota Padang Panjang,belanja_lainnya,3547528431
2019,312,Sumatera Barat,Kota Padang,belanja_pegawai,5.60495E+11
2019,312,Sumatera Barat,Kota Padang,belanja_barang_jasa,1.13285E+11
2019,312,Sumatera Barat,Kota Padang,belanja_modal,98641365434
2019,312,Sumatera Barat,Kota Padang,belanja_lainnya,19332913934
2019,313,Sumatera Barat,Kota Payakumbuh,belanja_pegawai,1.21669E+11
2019,313,Sumatera Barat,Kota Payakumbuh,belanja_barang_jasa,38173385961
2019,313,Sumatera Barat,Kota Payakumbuh,belanja_modal,29658201859
2019,313,Sumatera Barat,Kota Payakumbuh,belanja_lainnya,0
2019,314,Sumatera Barat,Kota Sawahlunto,belanja_pegawai,92596485846
2019,314,Sumatera Barat,Kota Sawahlunto,belanja_barang_jasa,27250152611
2019,314,Sumatera Barat,Kota Sawahlunto,belanja_modal,12401784250
2019,314,Sumatera Barat,Kota Sawahlunto,belanja_lainnya,4073959324
2019,315,Sumatera Barat,Kota Solok,belanja_pegawai,92994718890
2019,315,Sumatera Barat,Kota Solok,belanja_barang_jasa,32422606837
2019,315,Sumatera Barat,Kota Solok,belanja_modal,29946651135
2019,315,Sumatera Barat,Kota Solok,belanja_lainnya,1498342900
2019,316,Sumatera Barat,Kota Pariaman,belanja_pegawai,1.12494E+11
2019,316,Sumatera Barat,Kota Pariaman,belanja_barang_jasa,17801044089
2019,316,Sumatera Barat,Kota Pariaman,belanja_modal,21488843323
2019,316,Sumatera Barat,Kota Pariaman,belanja_lainnya,382192400
2019,317,Sumatera Barat,Kabupaten Pasaman Barat,belanja_pegawai,2.76002E+11
2019,317,Sumatera Barat,Kabupaten Pasaman Barat,belanja_barang_jasa,60860363701
2019,317,Sumatera Barat,Kabupaten Pasaman Barat,belanja_modal,36277596351
2019,317,Sumatera Barat,Kabupaten Pasaman Barat,belanja_lainnya,0
2019,318,Sumatera Barat,Kabupaten Dharmasraya,belanja_pegawai,2.13081E+11
2019,318,Sumatera Barat,Kabupaten Dharmasraya,belanja_barang_jasa,33953890394
2019,318,Sumatera Barat,Kabupaten Dharmasraya,belanja_modal,45713315342
2019,318,Sumatera Barat,Kabupaten Dharmasraya,belanja_lainnya,5201846190
2019,319,Sumatera Barat,Kabupaten Solok Selatan,belanja_pegawai,1.81071E+11
2019,319,Sumatera Barat,Kabupaten Solok Selatan,belanja_barang_jasa,25244942417
2019,319,Sumatera Barat,Kabupaten Solok Selatan,belanja_modal,26986357172
2019,319,Sumatera Barat,Kabupaten Solok Selatan,belanja_lainnya,0
2019,401,Riau,Kabupaten Bengkalis,belanja_pegawai,5.95664E+11
2019,401,Riau,Kabupaten Bengkalis,belanja_barang_jasa,2.1468E+11
2019,401,Riau,Kabupaten Bengkalis,belanja_modal,1.7669E+11
2019,401,Riau,Kabupaten Bengkalis,belanja_lainnya,11298675000
2019,402,Riau,Kabupaten Indragiri Hilir,belanja_pegawai,4.55324E+11
2019,402,Riau,Kabupaten Indragiri Hilir,belanja_barang_jasa,56714882108
2019,402,Riau,Kabupaten Indragiri Hilir,belanja_modal,56843787781
2019,402,Riau,Kabupaten Indragiri Hilir,belanja_lainnya,8412459384
2019,403,Riau,Kabupaten Indragiri Hulu,belanja_pegawai,3.05557E+11
2019,403,Riau,Kabupaten Indragiri Hulu,belanja_barang_jasa,1.0137E+11
2019,403,Riau,Kabupaten Indragiri Hulu,belanja_modal,79142819622
2019,403,Riau,Kabupaten Indragiri Hulu,belanja_lainnya,0
2019,404,Riau,Kabupaten Kampar,belanja_pegawai,6.32675E+11
2019,404,Riau,Kabupaten Kampar,belanja_barang_jasa,1.64036E+11
2019,404,Riau,Kabupaten Kampar,belanja_modal,1.21137E+11
2019,404,Riau,Kabupaten Kampar,belanja_lainnya,14954250000
2019,405,Riau,Kabupaten Kuantan Singingi,belanja_pegawai,3.73548E+11
2019,405,Riau,Kabupaten Kuantan Singingi,belanja_barang_jasa,56666549077
2019,405,Riau,Kabupaten Kuantan Singingi,belanja_modal,1.00288E+11
2019,405,Riau,Kabupaten Kuantan Singingi,belanja_lainnya,5071800000
2019,406,Riau,Kabupaten Pelalawan,belanja_pegawai,2.65979E+11
2019,406,Riau,Kabupaten Pelalawan,belanja_barang_jasa,1.24786E+11
2019,406,Riau,Kabupaten Pelalawan,belanja_modal,59224313246
2019,406,Riau,Kabupaten Pelalawan,belanja_lainnya,0
2019,407,Riau,Kabupaten Rokan Hilir,belanja_pegawai,3.9448E+11
2019,407,Riau,Kabupaten Rokan Hilir,belanja_barang_jasa,89310957175
2019,407,Riau,Kabupaten Rokan Hilir,belanja_modal,47341960949
2019,407,Riau,Kabupaten Rokan Hilir,belanja_lainnya,9308300000
2019,408,Riau,Kabupaten Rokan Hulu,belanja_pegawai,3.46035E+11
2019,408,Riau,Kabupaten Rokan Hulu,belanja_barang_jasa,1.0499E+11
2019,408,Riau,Kabupaten Rokan Hulu,belanja_modal,70769454109
2019,408,Riau,Kabupaten Rokan Hulu,belanja_lainnya,16103850000
2019,409,Riau,Kabupaten Siak,belanja_pegawai,3.42615E+11
2019,409,Riau,Kabupaten Siak,belanja_barang_jasa,1.05928E+11
2019,409,Riau,Kabupaten Siak,belanja_modal,38378555412
2019,409,Riau,Kabupaten Siak,belanja_lainnya,14643800000
2019,410,Riau,Kota Dumai,belanja_pegawai,2.3199E+11
2019,410,Riau,Kota Dumai,belanja_barang_jasa,66932193800
2019,410,Riau,Kota Dumai,belanja_modal,68691363845
2019,410,Riau,Kota Dumai,belanja_lainnya,0
2019,411,Riau,Kota Pekanbaru,belanja_pegawai,4.80184E+11
2019,411,Riau,Kota Pekanbaru,belanja_barang_jasa,1.31885E+11
2019,411,Riau,Kota Pekanbaru,belanja_modal,36638334422
2019,411,Riau,Kota Pekanbaru,belanja_lainnya,16914193200
2019,412,Riau,Kabupaten Kepulauan Meranti,belanja_pegawai,1.8544E+11
2019,412,Riau,Kabupaten Kepulauan Meranti,belanja_barang_jasa,52629789875
2019,412,Riau,Kabupaten Kepulauan Meranti,belanja_modal,19361016193
2019,412,Riau,Kabupaten Kepulauan Meranti,belanja_lainnya,0
2019,501,Jambi,Kabupaten Batanghari,belanja_pegawai,2.60774E+11
2019,501,Jambi,Kabupaten Batanghari,belanja_barang_jasa,49097701838
2019,501,Jambi,Kabupaten Batanghari,belanja_modal,29488946554
2019,501,Jambi,Kabupaten Batanghari,belanja_lainnya,8692974950
2019,502,Jambi,Kabupaten Bungo,belanja_pegawai,2.64858E+11
2019,502,Jambi,Kabupaten Bungo,belanja_barang_jasa,42680285979
2019,502,Jambi,Kabupaten Bungo,belanja_modal,22781061725
2019,502,Jambi,Kabupaten Bungo,belanja_lainnya,6709490000
2019,503,Jambi,Kabupaten Kerinci,belanja_pegawai,2.46538E+11
2019,503,Jambi,Kabupaten Kerinci,belanja_barang_jasa,13908657189
2019,503,Jambi,Kabupaten Kerinci,belanja_modal,34137343168
2019,503,Jambi,Kabupaten Kerinci,belanja_lainnya,0
2019,504,Jambi,Kabupaten Merangin,belanja_pegawai,3.08087E+11
2019,504,Jambi,Kabupaten Merangin,belanja_barang_jasa,41198673066
2019,504,Jambi,Kabupaten Merangin,belanja_modal,56010053532
2019,504,Jambi,Kabupaten Merangin,belanja_lainnya,10921561600
2019,505,Jambi,Kabupaten Muaro Jambi,belanja_pegawai,3.29169E+11
2019,505,Jambi,Kabupaten Muaro Jambi,belanja_barang_jasa,33680116454
2019,505,Jambi,Kabupaten Muaro Jambi,belanja_modal,54230223316
2019,505,Jambi,Kabupaten Muaro Jambi,belanja_lainnya,0
2019,506,Jambi,Kabupaten Sarolangun,belanja_pegawai,2.06524E+11
2019,506,Jambi,Kabupaten Sarolangun,belanja_barang_jasa,82465765898
2019,506,Jambi,Kabupaten Sarolangun,belanja_modal,65450112511
2019,506,Jambi,Kabupaten Sarolangun,belanja_lainnya,8057500000
2019,507,Jambi,Kabupaten Tanjung Jabung Barat,belanja_pegawai,2.10611E+11
2019,507,Jambi,Kabupaten Tanjung Jabung Barat,belanja_barang_jasa,51902240879
2019,507,Jambi,Kabupaten Tanjung Jabung Barat,belanja_modal,40054588871
2019,507,Jambi,Kabupaten Tanjung Jabung Barat,belanja_lainnya,917550000
2019,508,Jambi,Kabupaten Tanjung Jabung Timur,belanja_pegawai,2.22075E+11
2019,508,Jambi,Kabupaten Tanjung Jabung Timur,belanja_barang_jasa,45600045036
2019,508,Jambi,Kabupaten Tanjung Jabung Timur,belanja_modal,37156182132
2019,508,Jambi,Kabupaten Tanjung Jabung Timur,belanja_lainnya,268477000
2019,509,Jambi,Kabupaten Tebo,belanja_pegawai,2.16202E+11
2019,509,Jambi,Kabupaten Tebo,belanja_barang_jasa,58857207788
2019,509,Jambi,Kabupaten Tebo,belanja_modal,29419893922
2019,509,Jambi,Kabupaten Tebo,belanja_lainnya,0
2019,510,Jambi,Kota Jambi,belanja_pegawai,3.21786E+11
2019,510,Jambi,Kota Jambi,belanja_barang_jasa,79984166221
2019,510,Jambi,Kota Jambi,belanja_modal,49654695171
2019,510,Jambi,Kota Jambi,belanja_lainnya,318470000
2019,511,Jambi,Kota Sungai Penuh,belanja_pegawai,1.25484E+11
2019,511,Jambi,Kota Sungai Penuh,belanja_barang_jasa,22744563657
2019,511,Jambi,Kota Sungai Penuh,belanja_modal,32327413044
2019,511,Jambi,Kota Sungai Penuh,belanja_lainnya,0
2019,601,Sumatera Selatan,Kabupaten Lahat,belanja_pegawai,3.20921E+11
2019,601,Sumatera Selatan,Kabupaten Lahat,belanja_barang_jasa,75733318720
2019,601,Sumatera Selatan,Kabupaten Lahat,belanja_modal,76601858678
2019,601,Sumatera Selatan,Kabupaten Lahat,belanja_lainnya,3034278000
2019,602,Sumatera Selatan,Kabupaten Musi Banyuasin,belanja_pegawai,4.41301E+11
2019,602,Sumatera Selatan,Kabupaten Musi Banyuasin,belanja_barang_jasa,2.03156E+11
2019,602,Sumatera Selatan,Kabupaten Musi Banyuasin,belanja_modal,1.62682E+11
2019,602,Sumatera Selatan,Kabupaten Musi Banyuasin,belanja_lainnya,0
2019,603,Sumatera Selatan,Kabupaten Musi Rawas,belanja_pegawai,2.77E+11
2019,603,Sumatera Selatan,Kabupaten Musi Rawas,belanja_barang_jasa,68448192267
2019,603,Sumatera Selatan,Kabupaten Musi Rawas,belanja_modal,58293273424
2019,603,Sumatera Selatan,Kabupaten Musi Rawas,belanja_lainnya,7067340000
2019,604,Sumatera Selatan,Kabupaten Muara Enim,belanja_pegawai,4.06476E+11
2019,604,Sumatera Selatan,Kabupaten Muara Enim,belanja_barang_jasa,1.5065E+11
2019,604,Sumatera Selatan,Kabupaten Muara Enim,belanja_modal,1.08934E+11
2019,604,Sumatera Selatan,Kabupaten Muara Enim,belanja_lainnya,7198700000
2019,605,Sumatera Selatan,Kabupaten Ogan Komering Ilir,belanja_pegawai,5.00425E+11
2019,605,Sumatera Selatan,Kabupaten Ogan Komering Ilir,belanja_barang_jasa,81680159543
2019,605,Sumatera Selatan,Kabupaten Ogan Komering Ilir,belanja_modal,67163685599
2019,605,Sumatera Selatan,Kabupaten Ogan Komering Ilir,belanja_lainnya,0
2019,606,Sumatera Selatan,Kabupaten Ogan Komering Ulu,belanja_pegawai,2.70641E+11
2019,606,Sumatera Selatan,Kabupaten Ogan Komering Ulu,belanja_barang_jasa,42387376355
2019,606,Sumatera Selatan,Kabupaten Ogan Komering Ulu,belanja_modal,47487528838
2019,606,Sumatera Selatan,Kabupaten Ogan Komering Ulu,belanja_lainnya,0
2019,607,Sumatera Selatan,Kota Palembang,belanja_pegawai,8.38212E+11
2019,607,Sumatera Selatan,Kota Palembang,belanja_barang_jasa,1.45767E+11
2019,607,Sumatera Selatan,Kota Palembang,belanja_modal,1.86375E+11
2019,607,Sumatera Selatan,Kota Palembang,belanja_lainnya,23718840000
2019,608,Sumatera Selatan,Kota Prabumulih,belanja_pegawai,1.45243E+11
2019,608,Sumatera Selatan,Kota Prabumulih,belanja_barang_jasa,46888919700
2019,608,Sumatera Selatan,Kota Prabumulih,belanja_modal,30987178524
2019,608,Sumatera Selatan,Kota Prabumulih,belanja_lainnya,6045109800
2019,609,Sumatera Selatan,Kota Pagar Alam,belanja_pegawai,1.06105E+11
2019,609,Sumatera Selatan,Kota Pagar Alam,belanja_barang_jasa,29993940040
2019,609,Sumatera Selatan,Kota Pagar Alam,belanja_modal,7054600622
2019,609,Sumatera Selatan,Kota Pagar Alam,belanja_lainnya,0
2019,610,Sumatera Selatan,Kota Lubuk Linggau,belanja_pegawai,1.5251E+11
2019,610,Sumatera Selatan,Kota Lubuk Linggau,belanja_barang_jasa,32170948867
2019,610,Sumatera Selatan,Kota Lubuk Linggau,belanja_modal,26566159060
2019,610,Sumatera Selatan,Kota Lubuk Linggau,belanja_lainnya,0
2019,611,Sumatera Selatan,Kabupaten Banyuasin,belanja_pegawai,4.94833E+11
2019,611,Sumatera Selatan,Kabupaten Banyuasin,belanja_barang_jasa,1.17816E+11
2019,611,Sumatera Selatan,Kabupaten Banyuasin,belanja_modal,1.12231E+11
2019,611,Sumatera Selatan,Kabupaten Banyuasin,belanja_lainnya,27059810107
2019,612,Sumatera Selatan,Kabupaten Ogan Ilir,belanja_pegawai,3.31495E+11
2019,612,Sumatera Selatan,Kabupaten Ogan Ilir,belanja_barang_jasa,83866134775
2019,612,Sumatera Selatan,Kabupaten Ogan Ilir,belanja_modal,68773089680
2019,612,Sumatera Selatan,Kabupaten Ogan Ilir,belanja_lainnya,9033400000
